ID,SiteNumber,SiteLocation,ClusterName,SiteAcronym,Date,Month,Depth,Temperature,DO,pH,SecchiDisk,SamplesCollected,SampleType,Comments
2269,16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,11/25/2002,11,NA,15.2,NA,9.1,NA,NA,NA,NA
2270,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/25/2002,11,NA,14.2,NA,9.1,NA,NA,NA,NA
2271,19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,11/25/2002,11,NA,13.9,NA,9.1,NA,NA,NA,NA
2272,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/25/2002,11,NA,15.4,NA,9.1,NA,NA,NA,NA
2273,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,11/25/2002,11,0,16,8.8,NA,2.7,NA,NA,NA
2274,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,11/25/2002,11,4.6,16.2,9,NA,NA,NA,NA,NA
2275,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,11/25/2002,11,9.1,16.2,9.09,NA,NA,NA,NA,NA
2276,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,11/25/2002,11,13.7,16.1,9.05,NA,NA,NA,NA,NA
2277,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,11/25/2002,11,18.3,16.1,9.03,NA,NA,NA,NA,NA
2278,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,11/25/2002,11,22.9,16.2,9,NA,NA,NA,NA,NA
2279,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,11/25/2002,11,27.4,16.1,8.95,NA,NA,NA,NA,NA
2280,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,11/25/2002,11,32,16.1,9,NA,NA,NA,NA,NA
2281,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,11/25/2002,11,36.6,16.1,8.95,NA,NA,NA,NA,NA
2282,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,11/25/2002,11,41.1,16.1,9.03,NA,NA,NA,NA,NA
2283,R2-50,Lake Pleasant integrated sample,cap,pleasant-50m,11/25/2002,11,45.7,16.1,9.03,NA,NA,NA,NA,NA
2284,R2-55,Lake Pleasant integrated sample,cap,pleasant-55m,11/25/2002,11,50.3,NA,NA,NA,NA,NA,NA,NA
2285,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,11/25/2002,11,0,15.8,8.2,NA,1.5,NA,NA,NA
2286,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,11/25/2002,11,4.6,15.8,8.26,NA,NA,NA,NA,NA
2287,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,11/25/2002,11,9.1,15.9,8.08,NA,NA,NA,NA,NA
2288,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,11/25/2002,11,13.7,15.9,8,NA,NA,NA,NA,NA
2289,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,11/25/2002,11,18.3,15.8,7.79,NA,NA,NA,NA,NA
2290,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,11/25/2002,11,22.9,15.4,7.26,NA,NA,NA,NA,NA
2291,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,11/25/2002,11,27.4,15.2,6.61,NA,NA,NA,NA,NA
2292,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,11/25/2002,11,32,NA,NA,NA,NA,NA,NA,NA
2293,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,11/25/2002,11,36.6,NA,NA,NA,NA,NA,NA,NA
2294,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,11/25/2002,11,41.1,NA,NA,NA,NA,NA,NA,NA
2295,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,11/25/2002,11,45.7,NA,NA,NA,NA,NA,NA,NA
2296,R6-55,Bartlett Reservoir near outlet,verde,bartlett-55m,11/25/2002,11,50.3,NA,NA,NA,NA,NA,NA,NA
2297,R9A,Saguaro Lake near inlet,salt,saguaro-0m,11/25/2002,11,0,18.2,7.07,NA,1.8,NA,NA,NA
2298,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,11/25/2002,11,4.6,18.2,6.44,NA,NA,NA,NA,NA
2299,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,11/25/2002,11,9.1,18.2,6.39,NA,NA,NA,NA,NA
2300,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,11/25/2002,11,13.7,18.1,6.39,NA,NA,NA,NA,NA
2301,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,11/25/2002,11,18.3,18.1,6.49,NA,NA,NA,NA,NA
2302,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,11/25/2002,11,22.9,18.1,6.38,NA,NA,NA,NA,NA
2303,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,11/25/2002,11,27.4,18,6.24,NA,NA,NA,NA,NA
2304,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,11/25/2002,11,32,NA,NA,NA,NA,NA,NA,NA
2305,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,11/25/2002,11,36.6,NA,NA,NA,NA,NA,NA,NA
2306,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,11/25/2002,11,41.1,NA,NA,NA,NA,NA,NA,NA
2307,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,11/25/2002,11,45.7,NA,NA,NA,NA,NA,NA,NA
2308,R9-55,Saguaro Lake near inlet,salt,saguaro-55m,11/25/2002,11,50.3,NA,NA,NA,NA,NA,NA,NA
2309,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,12/17/2002,12,0,13.9,8.34,NA,3,NA,NA,NA
2310,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,12/17/2002,12,4.6,14,8.17,NA,NA,NA,NA,NA
2311,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,12/17/2002,12,9.1,14,8.2,NA,NA,NA,NA,NA
2312,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,12/17/2002,12,13.7,14,8.06,NA,NA,NA,NA,NA
2313,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,12/17/2002,12,18.3,14,8.19,NA,NA,NA,NA,NA
2314,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,12/17/2002,12,22.9,13.8,8.4,NA,NA,NA,NA,NA
