ID,SiteNumber,SiteLocation,ClusterName,SiteAcronym,Date,Month,SampleType,TOC,DOC,UVA,SUVA,PeakInt,PeakIntWL,Intat450,Intat460,Intat500,Fl,docm_comments
1544,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/25/2002,11,NA,2.2,2.04,0.04,2.1,NA,NA,NA,NA,NA,NA,NA
1545,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/25/2002,11,NA,2.11,2.12,0.04,2.2,NA,NA,NA,NA,NA,NA,NA
1546,R9A,Saguaro Lake near inlet,srp,saguaro-epi,11/25/2002,11,NA,3.88,4.21,0.05,1.4,NA,NA,NA,NA,NA,NA,NA
1547,R9A-Dup,Saguaro Lake near inlet,srp,saguaro-epi,11/25/2002,11,NA,3.86,4.1,0.05,1.4,NA,NA,NA,NA,NA,NA,NA
1548,R9B,Saguaro Lake near inlet,srp,saguaro-hypo,11/25/2002,11,NA,3.76,3.84,0.05,1.5,NA,NA,NA,NA,NA,NA,NA
1549,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/9/2002,12,NA,NA,2.82,0.03,1.3,NA,NA,NA,NA,NA,NA,NA
1550,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/9/2002,12,NA,NA,2.63,0.02,0.9,NA,NA,NA,NA,NA,NA,NA
1551,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/9/2002,12,NA,NA,2.88,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
1552,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/9/2002,12,NA,NA,1.37,0.03,2.2,NA,NA,NA,NA,NA,NA,NA
1553,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/9/2002,12,NA,NA,2.17,0.03,1.8,NA,NA,NA,NA,NA,NA,NA
1554,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/9/2002,12,NA,NA,1.95,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1555,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,12/9/2002,12,NA,NA,1.99,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1556,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/9/2002,12,NA,NA,1.96,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1557,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,12/9/2002,12,NA,NA,1.89,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1558,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/9/2002,12,NA,NA,1.92,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1559,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/9/2002,12,NA,NA,1.87,0.03,1.8,NA,NA,NA,NA,NA,NA,NA
1560,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/9/2002,12,NA,NA,1.49,0.01,1.3,NA,NA,NA,NA,NA,NA,NA
1561,16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,12/9/2002,12,NA,NA,1.87,0.03,1.8,NA,NA,NA,NA,NA,NA,NA
1562,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/9/2002,12,NA,NA,1.88,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1563,19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,12/9/2002,12,NA,NA,1.93,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1564,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/9/2002,12,NA,NA,1.87,0.03,1.8,NA,NA,NA,NA,NA,NA,NA
1565,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/9/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/9/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,R19,Val Vista WTP treated water,srp,val vista-treated,12/9/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/9/2002,12,NA,NA,1.89,0.03,2,NA,NA,NA,NA,NA,NA,NA
1569,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/9/2002,12,NA,NA,1.36,0.01,1.4,NA,NA,NA,NA,NA,NA,NA
1570,Cons,Head of the Tempe Canal,tempe,head of tempe canal,12/9/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/9/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/9/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/16/2002,12,NA,NA,2.62,0.03,1.5,NA,NA,NA,NA,NA,NA,NA
1574,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/16/2002,12,NA,NA,2.43,0.02,1,NA,NA,NA,NA,NA,NA,NA
1575,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/16/2002,12,NA,NA,2.58,0.03,1.5,NA,NA,NA,NA,NA,NA,NA
1576,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/16/2002,12,NA,NA,1.18,0.02,2.5,NA,NA,NA,NA,NA,NA,NA
1577,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/16/2002,12,NA,NA,1.55,0.03,2.1,NA,NA,NA,NA,NA,NA,NA
1578,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/16/2002,12,NA,NA,1.57,0.03,2.1,NA,NA,NA,NA,NA,NA,NA
1579,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,12/16/2002,12,NA,NA,2.1,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1580,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/16/2002,12,NA,NA,2.12,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1581,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,12/16/2002,12,NA,NA,2.02,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1582,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/16/2002,12,NA,NA,2.01,0.03,1.8,NA,NA,NA,NA,NA,NA,NA
1583,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/16/2002,12,NA,NA,2.06,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1584,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/16/2002,12,NA,NA,1.54,0.01,1.2,NA,NA,NA,NA,NA,NA,NA
1585,16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,12/16/2002,12,NA,NA,2,0.03,1.8,NA,NA,NA,NA,NA,NA,NA
1586,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/16/2002,12,NA,NA,2.04,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1587,19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,12/16/2002,12,NA,NA,2.1,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1588,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/16/2002,12,NA,NA,2.05,0.03,1.7,NA,NA,NA,NA,NA,NA,NA
1589,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/16/2002,12,NA,NA,1.74,0.02,1.5,NA,NA,NA,NA,NA,NA,NA
1590,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/16/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,R19,Val Vista WTP treated water,srp,val vista-treated,12/16/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/16/2002,12,NA,NA,1.96,0.03,1.8,NA,NA,NA,NA,NA,NA,NA
1593,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/16/2002,12,NA,NA,1.47,0.01,0.9,NA,NA,NA,NA,NA,NA,NA
1594,Cons,Head of the Tempe Canal,tempe,head of tempe canal,12/16/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/16/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/16/2002,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1597,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/17/2002,12,NA,3.25,3.12,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
1598,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/17/2002,12,NA,3.01,2.93,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
1599,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/17/2002,12,NA,2.18,2,0.04,2.2,NA,NA,NA,NA,NA,NA,NA
1600,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/17/2002,12,NA,1.86,1.63,0.04,2.6,NA,NA,NA,NA,NA,NA,NA
1601,R9A,Saguaro Lake near inlet,srp,saguaro-epi,12/17/2002,12,NA,3.61,3.59,0.05,1.6,NA,NA,NA,NA,NA,NA,NA
1602,R9A-Dup,Saguaro Lake near inlet,srp,saguaro-epi,12/17/2002,12,NA,3.64,3.53,0.05,1.7,NA,NA,NA,NA,NA,NA,NA
1603,R9B,Saguaro Lake near inlet,srp,saguaro-hypo,12/17/2002,12,NA,3.71,3.56,0.06,1.7,NA,NA,NA,NA,NA,NA,NA
1604,R20,Verde River at Tangle,verde,verde abv horseshoe,7/30/2002,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,R20,Verde River at Tangle,verde,verde abv horseshoe,8/30/2002,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,R20,Verde River at Tangle,verde,verde abv horseshoe,9/30/2002,9,NA,1.98,1.51,0.04,2.9,NA,NA,NA,NA,NA,NA,NA
1607,R20,Verde River at Tangle,verde,verde abv horseshoe,10/30/2002,10,NA,2.14,1.54,0.07,4.6,NA,NA,NA,NA,NA,NA,NA
1608,R20,Verde River at Tangle,verde,verde abv horseshoe,11/30/2002,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,R20,Verde River at Tangle,verde,verde abv horseshoe,12/30/2002,12,NA,0.7,0.7,0.01,2.8,NA,NA,NA,NA,NA,NA,NA
1610,R3,Waddell Canal,cap,waddell canal,1/14/2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/14/2003,1,NA,NA,2.59,0.04,1.6,NA,NA,NA,NA,NA,NA,NA
1612,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/14/2003,1,NA,NA,2.78,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
1613,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/14/2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/14/2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/14/2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/14/2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/14/2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1833,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,5/13/2003,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1834,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,5/13/2003,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1835,R3,Waddell Canal,cap,waddell canal,6/3/2003,6,NA,NA,3.05,0.03,1.3,NA,NA,NA,NA,NA,NA,NA
1836,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/3/2003,6,NA,NA,3.85,0.05,1.4,NA,NA,NA,NA,NA,NA,NA
1837,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/3/2003,6,NA,NA,2.96,0.03,1.3,NA,NA,NA,NA,NA,NA,NA
1838,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/3/2003,6,NA,NA,3.7,0.06,1.7,NA,NA,NA,NA,NA,NA,NA
1839,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/3/2003,6,NA,NA,3.28,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
1840,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/3/2003,6,NA,NA,3.25,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
1841,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/3/2003,6,NA,NA,2.62,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
1842,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/3/2003,6,NA,NA,3.09,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
1843,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/3/2003,6,NA,NA,2.6,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
1844,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/3/2003,6,NA,NA,3.21,0.05,1.6,NA,NA,NA,NA,NA,NA,NA
1845,R19,Val Vista WTP treated water,srp,val vista-treated,6/3/2003,6,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
1846,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/3/2003,6,NA,NA,3.19,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
1847,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/3/2003,6,NA,NA,3.25,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
1848,R25,verde river at beeline highway,verde,verde @ beeline,6/3/2003,6,NA,NA,3.56,0.09,2.5,NA,NA,NA,NA,NA,NA,NA
1849,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/3/2003,6,NA,NA,3.31,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
1850,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/3/2003,6,NA,NA,3.5,0.05,1.5,NA,NA,NA,NA,NA,NA,NA
1851,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/3/2003,6,NA,NA,2.71,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
1852,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/3/2003,6,NA,NA,2.91,0.02,0.8,NA,NA,NA,NA,NA,NA,NA
1853,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/3/2003,6,NA,NA,3.24,0.05,1.6,NA,NA,NA,NA,NA,NA,NA
1854,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/3/2003,6,NA,NA,2.75,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
1855,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/3/2003,6,NA,NA,3.57,0.05,1.7,NA,NA,NA,NA,NA,NA,NA
1856,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/3/2003,6,NA,NA,2.6,0.04,1.6,NA,NA,NA,NA,NA,NA,NA
1857,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/3/2003,6,NA,NA,1.89,0.03,1.6,NA,NA,NA,NA,NA,NA,NA
1858,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/3/2003,6,NA,NA,1.91,0.01,1,NA,NA,NA,NA,NA,NA,NA
1859,Green In,Greenway WTP Inlet,srp,Green In,6/3/2003,6,NA,NA,2.86,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
1860,Green Out,Greenway WTP Outlet,srp,Green Out,6/3/2003,6,NA,NA,2,0.04,2.2,NA,NA,NA,NA,NA,NA,NA
1861,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/3/2003,6,NA,4.57,4.3,0.04,1.2,NA,NA,NA,NA,NA,NA,NA
1862,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/3/2003,6,NA,3.45,3.42,0.04,1.3,NA,NA,NA,NA,NA,NA,NA
1863,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/3/2003,6,NA,7,6.18,0.14,2.4,NA,NA,NA,NA,NA,NA,NA
1864,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/3/2003,6,NA,6.1,5.72,0.17,3.1,NA,NA,NA,NA,NA,NA,NA
1865,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/3/2003,6,NA,4.83,4.35,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1866,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,6/3/2003,6,NA,4.73,4.37,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1867,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/3/2003,6,NA,4.05,3.86,0.05,1.4,NA,NA,NA,NA,NA,NA,NA
1868,R20,Verde River at Tangle,verde,verde abv horseshoe,6/3/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,Havasu 1,Havasu lake Sample,NA,Havasu 1,6/3/2003,6,NA,2.81,2.78,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
1870,Havasu 2,Havasu lake Sample,NA,Havasu 2,6/3/2003,6,NA,2.86,2.81,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
1871,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,6/3/2003,6,NA,NA,16.68,0.75,4.5,NA,NA,NA,NA,NA,NA,NA
1872,R1,CAP canal above Waddell Canal,cap,cap-siphon,6/3/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,R4,Cap Canal at 7th St.,cap,cap @ 7th st,6/3/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,6/3/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,6/3/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,6/3/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,6/3/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,6/3/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,6/3/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,R3,Waddell Canal,cap,waddell canal,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/10/2003,6,NA,NA,3.74,0.03,1,NA,NA,NA,NA,NA,NA,NA
1883,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/10/2003,6,NA,NA,4.6,0.07,1.6,NA,NA,NA,NA,NA,NA,NA
1884,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/10/2003,6,NA,NA,4.15,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1885,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/10/2003,6,NA,NA,4.34,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1886,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/10/2003,6,NA,NA,3.67,0.03,1,NA,NA,NA,NA,NA,NA,NA
1887,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/10/2003,6,NA,NA,4.09,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1888,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/10/2003,6,NA,NA,3.51,0.04,1.2,NA,NA,NA,NA,NA,NA,NA
1889,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/10/2003,6,NA,NA,4.3,0.06,1.4,NA,NA,NA,NA,NA,NA,NA
1890,R19,Val Vista WTP treated water,srp,val vista-treated,6/10/2003,6,NA,NA,3.79,0.04,1.2,NA,NA,NA,NA,NA,NA,NA
1891,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/10/2003,6,NA,NA,4.31,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1892,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/10/2003,6,NA,NA,4.21,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1893,R25,verde river at beeline highway,verde,verde @ beeline,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/10/2003,6,NA,NA,4.41,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1895,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/10/2003,6,NA,NA,4.31,0.04,1,NA,NA,NA,NA,NA,NA,NA
1896,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/10/2003,6,NA,NA,3.79,0.03,0.9,NA,NA,NA,NA,NA,NA,NA
1897,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/10/2003,6,NA,NA,3.73,0.02,0.6,NA,NA,NA,NA,NA,NA,NA
1898,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/10/2003,6,NA,NA,4.11,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1899,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/10/2003,6,NA,NA,3.57,0.03,0.9,NA,NA,NA,NA,NA,NA,NA
1900,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/10/2003,6,NA,NA,4.54,0.07,1.6,NA,NA,NA,NA,NA,NA,NA
1901,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/10/2003,6,NA,NA,3.6,0.05,1.4,NA,NA,NA,NA,NA,NA,NA
1902,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/10/2003,6,NA,NA,1.88,0.02,1.2,NA,NA,NA,NA,NA,NA,NA
1903,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/10/2003,6,NA,NA,2.03,0.01,0.6,NA,NA,NA,NA,NA,NA,NA
1904,Green In,Greenway WTP Inlet,srp,Green In,6/10/2003,6,NA,NA,3.6,0.04,1.3,NA,NA,NA,NA,NA,NA,NA
1905,Green Out,Greenway WTP Outlet,srp,Green Out,6/10/2003,6,NA,NA,2.67,0.01,0.6,NA,NA,NA,NA,NA,NA,NA
1906,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,R20,Verde River at Tangle,verde,verde abv horseshoe,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,Havasu 1,Havasu lake Sample,NA,Havasu 1,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,Havasu 2,Havasu lake Sample,NA,Havasu 2,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,R1,CAP canal above Waddell Canal,cap,cap-siphon,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,R4,Cap Canal at 7th St.,cap,cap @ 7th st,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,6/10/2003,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,R3,Waddell Canal,cap,waddell canal,6/24/2003,6,NA,NA,3.13,0.03,1.2,NA,NA,NA,NA,NA,NA,NA
1926,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/24/2003,6,NA,NA,4.69,0.05,1.1,NA,NA,NA,NA,NA,NA,NA
1927,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/24/2003,6,NA,NA,3.92,0.03,1,NA,NA,NA,NA,NA,NA,NA
1928,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/24/2003,6,NA,NA,4.71,0.08,1.7,NA,NA,NA,NA,NA,NA,NA
1929,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/24/2003,6,NA,NA,4.12,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
1930,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/24/2003,6,NA,NA,4.11,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
